wim_code,timestamp,type,axles,lane,speed,weight,size,plate,overweight,oversize,speeding
2740001,2024-07-23 00:03:20.000,3,4,2,59.03,false,false,true,false,false,false
2740001,2024-07-23 00:03:45.000,1,2,1,102.25,false,false,true,false,false,false
2740001,2024-07-23 00:06:40.000,2,2,2,85.57,false,false,true,false,false,false
2740001,2024-07-23 00:07:30.000,1,2,1,91.21,false,false,true,false,false,false
2740001,2024-07-23 00:10:00.000,1,2,2,62.04,false,false,true,false,false,false
2740001,2024-07-23 00:10:02.364,1,2,2,63.78,false,false,true,false,false,false
2740001,2024-07-23 00:11:15.000,1,2,1,96.46,false,false,true,false,false,false
2740001,2024-07-23 00:13:44.323,1,2,2,108.32,false,false,true,false,false,false
2740001,2024-07-23 00:15:00.000,3,6,1,80.2,false,false,true,false,false,false
2740001,2024-07-23 00:17:26.283,1,2,2,108.99,false,false,true,false,false,false
2740001,2024-07-23 00:18:45.000,1,3,1,86.47,false,false,true,false,false,false
2740001,2024-07-23 00:21:08.242,1,2,2,99.08,false,false,true,false,false,false
2740001,2024-07-23 00:22:30.000,1,2,1,95.76,false,false,true,false,false,false
2740001,2024-07-23 00:24:50.202,1,2,2,96.1,false,false,true,false,false,false
2740001,2024-07-23 00:26:15.000,1,2,1,96.57,false,false,true,false,false,false
2740001,2024-07-23 00:28:32.161,3,5,2,69.53,false,false,true,false,false,false
2740001,2024-07-23 00:30:00.000,1,2,1,101.39,false,false,true,false,false,false
2740001,2024-07-23 00:32:14.121,1,2,2,104.25,false,false,true,false,false,false
2740001,2024-07-23 00:33:45.000,1,2,1,50.56,false,false,true,false,false,false
2740001,2024-07-23 00:35:56.080,1,2,2,102.97,false,false,true,false,false,false
2740001,2024-07-23 00:37:30.000,3,6,1,74.05,false,false,true,false,false,false
2740001,2024-07-23 00:39:38.040,1,2,2,103.92,false,false,true,false,false,false
2740001,2024-07-23 00:41:15.000,2,2,1,85.12,false,false,true,false,false,false
2740001,2024-07-23 00:43:20.000,1,2,2,44.4,false,false,true,false,false,false
2740001,2024-07-23 00:45:00.000,2,2,1,77.26,false,false,true,false,false,false
2740001,2024-07-23 00:48:06.666,3,2,2,75.81,false,false,true,false,false,false
2740001,2024-07-23 00:48:45.000,1,2,1,95.98,false,false,true,false,false,false
2740001,2024-07-23 00:52:30.000,3,3,1,71.51,false,false,true,false,false,false
2740001,2024-07-23 00:52:53.333,3,5,2,70.61,false,false,true,false,false,false
2740001,2024-07-23 00:56:15.000,3,2,1,56.72,false,false,true,false,false,false
2740001,2024-07-23 00:57:40.000,3,2,2,80.29,false,false,true,false,false,false
2740001,2024-07-23 01:01:52.500,3,2,1,81.05,false,false,true,false,false,false
2740001,2024-07-23 01:02:26.666,1,2,2,95.89,false,false,true,false,false,false
2740001,2024-07-23 01:07:13.333,1,2,2,99.25,false,false,true,false,false,false
2740001,2024-07-23 01:07:30.000,1,2,1,58.88,false,false,true,false,false,false
2740001,2024-07-23 01:11:15.000,1,2,1,97.95,false,false,true,false,false,false
2740001,2024-07-23 01:12:00.000,1,3,2,40.84,false,false,true,false,false,false
2740001,2024-07-23 01:15:00.000,1,2,1,105.09,false,false,true,false,false,false
2740001,2024-07-23 01:18:00.000,1,2,2,96.47,false,false,true,false,false,false
2740001,2024-07-23 01:18:45.000,3,5,1,80.4,false,false,true,false,false,false
2740001,2024-07-23 01:22:30.000,1,2,1,109.42,false,false,true,false,false,false
2740001,2024-07-23 01:24:00.000,1,2,2,93.88,false,false,true,false,false,false
2740001,2024-07-23 01:26:15.000,3,3,1,69.44,false,false,true,false,false,false
2740001,2024-07-23 01:30:00.000,3,6,1,57.88,false,false,true,false,false,false
2740001,2024-07-23 01:30:00.000,2,2,2,89.56,false,false,true,false,false,false
2740001,2024-07-23 01:33:45.000,1,2,1,106.18,false,false,true,false,false,false
2740001,2024-07-23 01:36:00.000,1,2,2,100.37,false,false,true,false,false,false
2740001,2024-07-23 01:37:30.000,1,2,1,50.03,false,false,true,false,false,false
2740001,2024-07-23 01:41:15.000,3,2,1,97.1,false,false,true,false,false,false
2740001,2024-07-23 01:42:00.000,1,2,2,108.44,false,false,true,false,false,false
2740001,2024-07-23 01:45:00.000,3,4,1,82.18,false,false,true,false,false,false
2740001,2024-07-23 01:48:00.000,2,2,2,96.02,false,false,true,false,false,false
2740001,2024-07-23 01:48:45.000,3,6,1,83.06,false,false,true,false,false,false
2740001,2024-07-23 01:52:30.000,1,2,1,49.06,false,false,true,false,false,false
2740001,2024-07-23 01:54:00.000,1,2,2,64.13,false,false,true,false,false,false
2740001,2024-07-23 02:00:00.000,3,5,1,78.81,false,false,true,false,false,false
2740001,2024-07-23 02:00:45.000,1,2,2,107.34,false,false,true,false,false,false
2740001,2024-07-23 02:07:30.000,1,2,1,39.16,false,false,true,false,false,false
2740001,2024-07-23 02:07:30.000,3,2,2,107.26,false,false,true,false,false,false
2740001,2024-07-23 02:14:15.000,1,2,2,105.97,false,false,true,false,false,false
2740001,2024-07-23 02:16:36.428,3,6,1,81.52,false,false,true,false,false,false
2740001,2024-07-23 02:21:00.000,1,2,2,94.53,false,false,true,false,false,false
2740001,2024-07-23 02:25:42.857,1,2,1,105.79,false,false,true,false,false,false
2740001,2024-07-23 02:27:45.000,1,2,2,106.33,false,false,true,false,false,false
2740001,2024-07-23 02:34:30.000,3,3,2,83.95,false,false,true,false,false,false
2740001,2024-07-23 02:34:49.285,3,6,1,72.9,false,false,true,false,false,false
2740001,2024-07-23 02:41:15.000,1,2,2,97.74,false,false,true,false,false,false
2740001,2024-07-23 02:43:55.714,2,2,1,92.07,false,false,true,false,false,false
2740001,2024-07-23 02:48:00.000,1,2,2,38.51,false,false,true,false,false,false
2740001,2024-07-23 02:53:02.142,1,2,1,109.28,false,false,true,false,false,false
2740001,2024-07-23 02:55:15.555,3,5,2,88.65,false,false,true,false,false,false
2740001,2024-07-23 03:02:08.571,1,2,1,109.07,false,false,true,false,false,false
2740001,2024-07-23 03:02:31.111,1,2,2,112.52,false,false,true,false,false,true
2740001,2024-07-23 03:09:46.666,3,6,2,70.99,false,false,true,false,false,false
2740001,2024-07-23 03:11:15.000,1,2,1,106.8,false,false,true,false,false,false
2740001,2024-07-23 03:17:02.222,3,5,2,69.17,false,false,true,false,false,false
2740001,2024-07-23 03:20:21.428,3,2,1,81.21,false,false,true,false,false,false
2740001,2024-07-23 03:24:17.777,1,2,2,100.36,false,false,true,false,false,false
2740001,2024-07-23 03:29:27.857,2,2,1,84.74,false,false,true,false,false,false
2740001,2024-07-23 03:31:33.333,1,2,2,101.86,false,false,true,false,false,false
2740001,2024-07-23 03:38:34.285,1,2,1,106.54,false,false,true,false,false,false
2740001,2024-07-23 03:38:48.888,3,3,2,89.52,false,false,true,false,false,false
2740001,2024-07-23 03:46:04.444,1,2,2,111.28,false,false,true,false,false,false
2740001,2024-07-23 03:47:40.714,1,2,1,110.27,false,false,true,false,false,false
2740001,2024-07-23 03:53:20.000,1,2,2,55.6,false,false,true,false,false,false
2740001,2024-07-23 03:56:47.142,1,2,1,110.93,false,false,true,false,false,false
2740001,2024-07-23 04:05:53.571,1,2,1,97.13,false,false,true,false,false,false
2740001,2024-07-23 04:08:40.000,1,2,2,108.49,false,false,true,false,false,false
2740001,2024-07-23 04:15:00.000,2,2,1,38.77,false,false,true,false,false,false
2740001,2024-07-23 04:20:00.000,3,5,1,81.66,false,false,true,false,false,false
2740001,2024-07-23 04:24:00.000,3,3,2,46.42,false,false,true,false,false,false
2740001,2024-07-23 04:25:00.000,1,2,1,37.44,false,false,true,false,false,false
2740001,2024-07-23 04:30:00.000,1,2,1,96.87,false,false,true,false,false,false
2740001,2024-07-23 04:34:34.736,1,2,2,106.72,false,false,true,false,false,false
2740001,2024-07-23 04:35:00.000,3,6,1,86.75,false,false,true,false,false,false
2740001,2024-07-23 04:40:00.000,3,2,1,35.36,false,false,true,false,false,false
2740001,2024-07-23 04:45:09.473,1,2,2,102.62,false,false,true,false,false,false
2740001,2024-07-23 04:46:04.285,1,2,1,105.07,false,false,true,false,false,false
2740001,2024-07-23 04:52:08.571,1,2,1,113.18,false,false,true,false,false,true
2740001,2024-07-23 04:55:44.210,3,6,2,76.61,false,false,true,false,false,false
2740001,2024-07-23 04:58:12.857,1,2,1,96.56,false,false,true,false,false,false
2740001,2024-07-23 05:04:17.142,3,5,1,41.96,false,false,true,false,false,false
2740001,2024-07-23 05:06:18.947,1,2,2,54.29,false,false,true,false,false,false
2740001,2024-07-23 05:08:34.285,1,2,1,99.84,false,false,true,false,false,false
2740001,2024-07-23 05:09:28.421,1,2,2,90.6,false,false,true,false,false,false
2740001,2024-07-23 05:12:37.894,1,2,2,109.91,false,false,true,false,false,false
2740001,2024-07-23 05:12:51.428,1,2,1,55.78,false,false,true,false,false,false
2740001,2024-07-23 05:15:47.368,1,2,2,43.66,false,false,true,false,false,false
2740001,2024-07-23 05:15:50.004,2,2,2,43.07,false,false,true,false,false,false
2740001,2024-07-23 05:17:08.571,3,2,1,87.79,false,false,true,false,false,false
2740001,2024-07-23 05:20:01.757,1,2,2,113.68,false,false,true,false,false,true
2740001,2024-07-23 05:21:25.714,1,2,1,98.86,false,false,true,false,false,false
2740001,2024-07-23 05:24:13.510,3,2,2,74.18,false,false,true,false,false,false
2740001,2024-07-23 05:25:42.857,1,2,1,39.94,false,false,true,false,false,false
2740001,2024-07-23 05:25:45.495,3,3,1,42.92,false,false,true,false,false,false
2740001,2024-07-23 05:28:25.263,1,2,2,41.22,false,false,true,false,false,false
2740001,2024-07-23 05:28:27.931,3,2,2,41.46,false,false,true,false,false,false
2740001,2024-07-23 05:32:08.972,1,2,2,91.94,false,false,true,false,false,false
2740001,2024-07-23 05:32:09.890,1,2,1,109.32,false,false,true,false,false,false
2740001,2024-07-23 05:35:50.012,1,2,2,112.26,false,false,true,false,false,true
2740001,2024-07-23 05:38:34.285,1,2,1,64.67,false,false,true,false,false,false
2740001,2024-07-23 05:39:31.053,3,6,2,89.34,false,false,true,false,false,false
2740001,2024-07-23 05:43:12.094,1,2,2,106.07,false,false,true,false,false,false
2740001,2024-07-23 05:43:16.256,2,2,1,109.39,false,false,true,false,false,false
2740001,2024-07-23 05:46:53.134,3,5,2,80.13,false,false,true,false,false,false
2740001,2024-07-23 05:47:58.226,2,2,1,85.54,false,false,true,false,false,false
2740001,2024-07-23 05:50:34.175,1,3,2,86.89,false,false,true,false,false,false
2740001,2024-07-23 05:52:40.197,3,4,1,82.49,false,false,true,false,false,false
2740001,2024-07-23 05:54:15.216,3,3,2,84.3,false,false,true,false,false,false
2740001,2024-07-23 05:57:22.167,1,2,1,95.06,false,false,true,false,false,false
2740001,2024-07-23 05:57:56.256,1,2,2,98.9,false,false,true,false,false,false
2740001,2024-07-23 06:01:37.297,1,2,2,41.26,false,false,true,false,false,false
2740001,2024-07-23 06:02:04.137,1,2,1,50.64,false,false,true,false,false,false
2740001,2024-07-23 06:02:06.649,2,2,1,50.6,false,false,true,false,false,false
2740001,2024-07-23 06:03:14.594,1,2,2,102.82,false,false,true,false,false,false
2740001,2024-07-23 06:04:31.058,3,4,1,79.47,false,false,false,false,false,false
2740001,2024-07-23 06:04:51.891,1,2,2,46.05,false,false,true,false,false,false
2740001,2024-07-23 06:06:29.189,3,6,2,75.47,false,false,true,false,false,false
2740001,2024-07-23 06:06:55.467,1,2,1,111.57,false,false,true,false,false,false
2740001,2024-07-23 06:08:06.486,1,2,2,56.25,false,false,true,false,false,false
2740001,2024-07-23 06:09:19.876,3,6,1,72.07,false,false,true,false,false,false
2740001,2024-07-23 06:09:43.783,3,4,2,76.98,false,false,true,false,false,false
2740001,2024-07-23 06:11:21.081,1,2,2,104.74,false,false,true,false,false,false
2740001,2024-07-23 06:11:44.285,1,2,1,112.02,false,false,true,false,false,true
2740001,2024-07-23 06:12:58.378,1,2,2,113.43,false,false,true,false,false,true
2740001,2024-07-23 06:14:08.694,1,2,1,94.86,false,false,true,false,false,false
2740001,2024-07-23 06:14:35.675,1,2,2,51.58,false,false,true,false,false,false
2740001,2024-07-23 06:14:38.188,1,2,2,50.49,false,false,false,false,false,false
2740001,2024-07-23 06:14:40.684,1,2,2,51.71,false,false,true,false,false,false
2740001,2024-07-23 06:16:33.103,3,4,1,61.74,false,false,true,false,false,false
2740001,2024-07-23 06:17:52.774,1,2,2,93.69,false,false,true,false,false,false
2740001,2024-07-23 06:18:37.241,1,2,1,95.44,false,false,true,false,false,false
2740001,2024-07-23 06:20:41.379,1,2,1,107.31,false,false,true,false,false,false
2740001,2024-07-23 06:21:04.864,1,2,2,51.96,false,false,true,false,false,false
2740001,2024-07-23 06:22:42.162,3,2,2,87.56,false,false,true,false,false,false
2740001,2024-07-23 06:22:45.517,3,2,1,51.76,false,false,true,false,false,false
2740001,2024-07-23 06:24:19.459,1,2,2,100.9,false,false,true,false,false,false
2740001,2024-07-23 06:24:49.655,1,2,1,101.66,false,false,true,false,false,false
2740001,2024-07-23 06:25:56.756,1,2,2,101.03,false,false,true,false,false,false
2740001,2024-07-23 06:26:53.793,3,2,1,107.83,false,false,true,false,false,false
2740001,2024-07-23 06:27:34.054,3,2,2,61.82,false,false,true,false,false,false
2740001,2024-07-23 06:28:57.931,1,2,1,50.01,false,false,true,false,false,false
2740001,2024-07-23 06:29:11.351,3,2,2,101.51,false,false,false,false,false,false
2740001,2024-07-23 06:30:48.648,1,3,2,82.27,false,false,true,false,false,false
2740001,2024-07-23 06:31:02.068,2,2,1,98.62,false,false,true,false,false,false
2740001,2024-07-23 06:32:25.945,1,2,2,103.79,false,false,true,false,false,false
2740001,2024-07-23 06:33:06.206,1,2,1,60.36,false,false,true,false,false,false
2740001,2024-07-23 06:34:03.243,3,3,2,73.61,false,false,true,false,false,false
2740001,2024-07-23 06:35:10.344,2,2,1,88.75,false,false,true,false,false,false
