wim_code,timestamp,type,axles,lane,speed,weight,size,plate,overweight,oversize,speeding
2740001,2024-05-21 00:03:20.000,2,2,1,99.79,false,false,true,false,false,false
2740001,2024-05-21 00:04:17.142,1,2,2,93.27,false,false,true,false,false,false
2740001,2024-05-21 00:06:40.000,3,2,1,96.23,false,false,true,false,false,false
2740001,2024-05-21 00:08:34.285,1,2,2,103.07,false,false,true,false,false,false
2740001,2024-05-21 00:10:00.000,1,2,1,50.22,false,false,true,false,false,false
2740001,2024-05-21 00:12:51.428,1,2,2,54.74,false,false,true,false,false,false
2740001,2024-05-21 00:13:20.000,1,2,1,101.44,false,false,true,false,false,false
2740001,2024-05-21 00:16:40.000,3,5,1,77.31,false,false,true,false,false,false
2740001,2024-05-21 00:17:08.571,3,3,2,86.93,false,false,true,false,false,false
2740001,2024-05-21 00:20:00.000,3,6,1,86.04,false,false,true,false,false,false
2740001,2024-05-21 00:21:25.714,1,2,2,108.24,false,false,true,false,false,false
2740001,2024-05-21 00:23:20.000,3,2,1,83.81,false,false,true,false,false,false
2740001,2024-05-21 00:25:42.857,1,3,2,35.64,false,false,true,false,false,false
2740001,2024-05-21 00:26:40.000,3,6,1,58.27,false,false,true,false,false,false
2740001,2024-05-21 00:30:00.000,1,2,1,94.42,false,false,true,false,false,false
2740001,2024-05-21 00:30:18.487,1,2,2,109.29,false,false,true,false,false,false
2740001,2024-05-21 00:33:20.000,1,2,1,94.38,false,false,true,false,false,false
2740001,2024-05-21 00:34:54.117,1,2,2,108.42,false,false,true,false,false,false
2740001,2024-05-21 00:36:40.000,1,2,1,102.71,false,false,true,false,false,false
2740001,2024-05-21 00:39:29.747,1,2,2,103.74,false,false,true,false,false,false
2740001,2024-05-21 00:40:00.000,3,3,1,84.89,false,false,true,false,false,false
2740001,2024-05-21 00:43:20.000,1,2,1,114.80,false,false,true,false,false,true
2740001,2024-05-21 00:44:05.378,1,2,2,108.64,false,false,true,false,false,false
2740001,2024-05-21 00:46:40.000,2,2,1,94.27,false,false,true,false,false,false
2740001,2024-05-21 00:48:41.008,1,2,2,103.54,false,false,true,false,false,false
2740001,2024-05-21 00:50:00.000,1,2,1,51.43,false,false,true,false,false,false
2740001,2024-05-21 00:50:02.527,1,2,1,49.46,false,false,true,false,false,false
2740001,2024-05-21 00:50:04.993,3,4,1,54.09,false,false,true,false,false,false
2740001,2024-05-21 00:53:16.638,3,5,2,78.45,false,false,true,false,false,false
2740001,2024-05-21 00:57:52.268,3,2,2,106.25,false,false,false,false,false,false
2740001,2024-05-21 01:01:42.496,1,2,1,93.06,false,false,true,false,false,false
2740001,2024-05-21 01:02:27.899,3,2,2,90.56,false,false,true,false,false,false
2740001,2024-05-21 01:07:03.529,3,5,2,37.58,false,false,true,false,false,false
2740001,2024-05-21 01:10:35.294,1,2,2,103.23,false,false,true,false,false,false
2740001,2024-05-21 01:13:20.000,1,2,1,35.20,false,false,true,false,false,false
2740001,2024-05-21 01:13:22.853,1,3,1,34.18,false,false,true,false,false,false
2740001,2024-05-21 01:13:25.699,3,6,1,34.40,false,false,true,false,false,false
2740001,2024-05-21 01:14:07.058,1,2,2,37.26,false,false,true,false,false,false
2740001,2024-05-21 01:14:09.791,1,2,2,38.59,false,false,true,false,false,false
2740001,2024-05-21 01:18:51.233,3,4,2,84.85,false,false,true,false,false,false
2740001,2024-05-21 01:23:11.416,1,2,1,106.06,false,false,true,false,false,false
2740001,2024-05-21 01:23:32.675,1,2,2,96.66,false,false,true,false,false,false
2740001,2024-05-21 01:28:14.117,1,2,2,51.71,false,false,true,false,false,false
2740001,2024-05-21 01:31:45.882,2,2,2,91.24,false,false,true,false,false,false
2740001,2024-05-21 01:32:57.133,1,2,1,95.21,false,false,true,false,false,false
2740001,2024-05-21 01:35:17.647,3,6,2,81.65,false,false,true,false,false,false
2740001,2024-05-21 01:38:49.411,3,5,2,84.86,false,false,true,false,false,false
2740001,2024-05-21 01:42:21.176,1,2,2,49.86,false,false,true,false,false,false
2740001,2024-05-21 01:42:23.660,3,3,2,52.59,false,false,true,false,false,false
2740001,2024-05-21 01:42:26.154,2,2,2,51.90,false,false,true,false,false,false
2740001,2024-05-21 01:42:42.849,1,2,1,102.32,false,false,true,false,false,false
2740001,2024-05-21 01:49:48.462,1,2,2,103.03,false,false,true,false,false,false
2740001,2024-05-21 01:52:28.566,1,2,1,99.07,false,false,true,false,false,false
2740001,2024-05-21 01:57:10.769,3,2,2,83.93,false,false,true,false,false,false
2740001,2024-05-21 02:02:14.283,2,2,1,71.58,false,false,true,false,false,false
2740001,2024-05-21 02:04:33.077,1,2,2,104.07,false,false,true,false,false,false
2740001,2024-05-21 02:11:55.384,1,2,2,101.00,false,false,true,false,false,false
2740001,2024-05-21 02:12:00.000,1,2,1,58.97,false,false,true,false,false,false
2740001,2024-05-21 02:18:00.000,3,6,1,85.06,false,false,true,false,false,false
2740001,2024-05-21 02:19:17.692,1,2,2,95.40,false,false,true,false,false,false
2740001,2024-05-21 02:24:00.000,1,2,1,105.07,false,false,true,false,false,false
2740001,2024-05-21 02:26:40.000,3,5,2,47.14,false,false,true,false,false,false
2740001,2024-05-21 02:30:00.000,3,3,1,41.57,false,false,true,false,false,false
2740001,2024-05-21 02:33:20.000,1,2,2,112.82,false,false,true,false,false,true
2740001,2024-05-21 02:38:34.285,1,2,1,98.52,false,false,true,false,false,false
2740001,2024-05-21 02:40:00.000,3,6,2,89.52,false,false,true,false,false,false
2740001,2024-05-21 02:46:40.000,1,2,2,100.95,false,false,true,false,false,false
2740001,2024-05-21 02:47:08.571,1,2,1,103.95,false,false,true,false,false,false
2740001,2024-05-21 02:53:20.000,3,2,2,55.30,false,false,true,false,false,false
2740001,2024-05-21 02:55:42.857,1,3,1,96.60,false,false,true,false,false,false
2740001,2024-05-21 03:04:17.142,3,4,1,84.78,false,false,true,false,false,false
2740001,2024-05-21 03:05:14.285,1,2,2,108.76,false,false,true,false,false,false
2740001,2024-05-21 03:12:51.428,3,3,1,88.24,false,false,true,false,false,false
2740001,2024-05-21 03:17:08.571,1,2,2,48.21,false,false,true,false,false,false
2740001,2024-05-21 03:17:11.112,1,2,2,48.58,false,false,true,false,false,false
2740001,2024-05-21 03:21:25.714,1,2,1,105.91,false,false,true,false,false,false
2740001,2024-05-21 03:30:00.000,2,2,1,61.76,false,false,true,false,false,false
2740001,2024-05-21 03:30:01.270,3,2,2,76.05,false,false,true,false,false,false
2740001,2024-05-21 03:40:38.095,1,2,1,106.01,false,false,false,false,false,false
2740001,2024-05-21 03:42:51.428,1,2,2,49.47,false,false,true,false,false,false
2740001,2024-05-21 03:51:16.190,1,3,1,99.02,false,false,true,false,false,false
2740001,2024-05-21 03:52:34.285,1,2,2,100.81,false,false,true,false,false,false
2740001,2024-05-21 04:01:54.285,3,5,1,73.70,false,false,true,false,false,false
2740001,2024-05-21 04:02:17.142,2,2,2,72.06,false,false,true,false,false,false
2740001,2024-05-21 04:12:00.000,1,2,2,56.20,false,false,true,false,false,false
2740001,2024-05-21 04:12:32.380,3,2,1,83.67,false,false,true,false,false,false
2740001,2024-05-21 04:18:00.000,1,2,2,104.07,false,false,true,false,false,false
