wim_code,timestamp,type,axles,lane,speed,weight,size,plate,overweight,oversize,speeding
2740001,2024-02-22 00:03:00.000,1,2,1,102.46,false,false,true,false,false,false
2740001,2024-02-22 00:06:00.000,1,2,1,109.34,false,false,true,false,false,false
2740001,2024-02-22 00:06:00.000,1,2,2,40.52,false,false,true,false,false,false
2740001,2024-02-22 00:09:00.000,3,5,1,75.53,false,false,true,false,false,false
2740001,2024-02-22 00:12:00.000,3,2,1,48.13,false,false,true,false,false,false
2740001,2024-02-22 00:12:00.000,1,2,2,112.98,false,false,true,false,false,true
2740001,2024-02-22 00:12:02.525,1,2,1,49.60,false,false,true,false,false,false
2740001,2024-02-22 00:16:31.262,1,3,1,103.43,false,false,true,false,false,false
2740001,2024-02-22 00:18:00.000,2,2,2,89.03,false,false,true,false,false,false
2740001,2024-02-22 00:21:00.000,3,6,1,54.07,false,false,true,false,false,false
2740001,2024-02-22 00:24:00.000,1,2,1,93.39,false,false,true,false,false,false
2740001,2024-02-22 00:24:00.000,1,2,2,115.55,false,false,true,false,false,true
2740001,2024-02-22 00:27:00.000,1,2,1,110.53,false,false,true,false,false,false
2740001,2024-02-22 00:30:00.000,3,2,1,74.92,false,false,true,false,false,false
2740001,2024-02-22 00:30:00.000,1,2,2,107.67,false,false,true,false,false,false
2740001,2024-02-22 00:33:00.000,1,2,1,46.96,false,false,true,false,false,false
2740001,2024-02-22 00:36:00.000,3,6,1,70.61,false,false,true,false,false,false
2740001,2024-02-22 00:36:00.000,1,2,2,45.65,false,false,true,false,false,false
2740001,2024-02-22 00:39:00.000,1,2,1,101.34,false,false,true,false,false,false
2740001,2024-02-22 00:42:00.000,2,2,1,88.82,false,false,true,false,false,false
2740001,2024-02-22 00:42:58.909,3,5,2,87.99,false,false,true,false,false,false
2740001,2024-02-22 00:45:00.000,1,2,1,45.91,false,false,true,false,false,false
2740001,2024-02-22 00:48:00.000,1,2,1,102.66,false,false,true,false,false,false
2740001,2024-02-22 00:49:57.818,1,2,2,109.96,false,false,true,false,false,false
2740001,2024-02-22 00:51:00.000,1,2,1,95.04,false,false,true,false,false,false
2740001,2024-02-22 00:54:00.000,1,2,1,38.66,false,false,true,false,false,false
2740001,2024-02-22 00:56:56.727,3,3,2,80.26,false,false,true,false,false,false
2740001,2024-02-22 00:59:20.000,3,4,1,76.73,false,false,true,false,false,false
2740001,2024-02-22 01:03:55.636,1,2,2,93.10,false,false,true,false,false,false
2740001,2024-02-22 01:04:40.000,1,2,1,97.46,false,false,true,false,false,false
2740001,2024-02-22 01:10:00.000,3,5,1,55.61,false,false,true,false,false,false
2740001,2024-02-22 01:10:54.545,1,2,2,53.16,false,false,true,false,false,false
2740001,2024-02-22 01:15:00.000,2,2,1,74.26,false,false,true,false,false,false
2740001,2024-02-22 01:16:21.818,3,6,2,70.98,false,false,true,false,false,false
2740001,2024-02-22 01:20:00.000,1,2,1,94.72,false,false,true,false,false,false
2740001,2024-02-22 01:21:49.090,1,2,2,94.95,false,false,true,false,false,false
2740001,2024-02-22 01:25:00.000,3,2,1,81.96,false,false,true,false,false,false
2740001,2024-02-22 01:27:16.363,1,2,2,54.11,false,false,true,false,false,false
