wim_code,timestamp,type,axles,lane,speed,weight,size,plate,overweight,oversize,speeding
2740001,2024-02-20 00:03:00.000,1,2,2,113.26,false,false,true,false,false,true
2740001,2024-02-20 00:06:00.000,2,2,1,84.29,false,false,true,false,false,false
2740001,2024-02-20 00:06:00.000,3,2,2,84.08,false,false,true,false,false,false
2740001,2024-02-20 00:09:00.000,1,2,2,60.05,false,false,true,false,false,false
2740001,2024-02-20 00:12:00.000,3,5,1,72.59,false,false,true,false,false,false
2740001,2024-02-20 00:12:00.000,1,2,2,106.45,false,false,true,false,false,false
2740001,2024-02-20 00:15:00.000,1,2,2,48.30,false,false,true,false,false,false
2740001,2024-02-20 00:15:02.550,1,2,2,47.97,false,false,true,false,false,false
2740001,2024-02-20 00:18:00.000,2,2,1,89.84,false,false,true,false,false,false
2740001,2024-02-20 00:19:31.275,1,2,2,101.23,false,false,true,false,false,false
2740001,2024-02-20 00:24:00.000,1,2,1,110.40,false,false,true,false,false,false
2740001,2024-02-20 00:24:00.000,3,6,2,49.24,false,false,true,false,false,false
2740001,2024-02-20 00:24:02.576,1,2,2,46.38,false,false,true,false,false,false
2740001,2024-02-20 00:28:31.288,3,3,2,87.08,false,false,true,false,false,false
2740001,2024-02-20 00:30:00.000,1,2,1,47.18,false,false,true,false,false,false
2740001,2024-02-20 00:33:00.000,3,2,2,59.64,false,false,true,false,false,false
2740001,2024-02-20 00:36:00.000,1,2,2,102.90,false,false,true,false,false,false
2740001,2024-02-20 00:36:15.824,3,6,1,76.47,false,false,true,false,false,false
2740001,2024-02-20 00:39:00.000,3,4,2,36.90,false,false,true,false,false,false
2740001,2024-02-20 00:42:00.000,1,2,2,114.93,false,false,true,false,false,true
2740001,2024-02-20 00:42:31.648,1,2,1,100.12,false,false,true,false,false,false
2740001,2024-02-20 00:45:00.000,1,2,2,62.92,false,false,true,false,false,false
2740001,2024-02-20 00:48:00.000,3,5,2,68.65,false,false,true,false,false,false
2740001,2024-02-20 00:48:47.472,1,2,1,103.35,false,false,true,false,false,false
2740001,2024-02-20 00:51:00.000,1,2,2,52.07,false,false,true,false,false,false
2740001,2024-02-20 00:51:02.508,1,2,2,50.78,false,false,true,false,false,false
2740001,2024-02-20 00:55:03.296,1,3,1,89.95,false,false,true,false,false,false
2740001,2024-02-20 00:58:14.890,1,2,2,97.79,false,false,true,false,false,false
2740001,2024-02-20 01:01:19.120,1,2,1,109.48,false,false,true,false,false,false
2740001,2024-02-20 01:05:27.272,1,2,2,63.43,false,false,true,false,false,false
2740001,2024-02-20 01:07:34.945,1,2,1,97.28,false,false,true,false,false,false
2740001,2024-02-20 01:10:54.545,3,4,2,78.31,false,false,true,false,false,false
2740001,2024-02-20 01:13:50.769,3,2,1,57.48,false,false,true,false,false,false
2740001,2024-02-20 01:16:21.818,2,2,2,112.45,false,false,true,false,false,true
2740001,2024-02-20 01:18:27.692,1,2,1,100.64,false,false,true,false,false,false
2740001,2024-02-20 01:21:49.090,2,2,2,74.08,false,false,true,false,false,false
2740001,2024-02-20 01:23:04.615,3,3,1,73.97,false,false,true,false,false,false
