wim_code,timestamp,type,axles,lane,speed,weight,size,plate,overweight,oversize,speeding
2740001,2024-09-22 00:03:20.000,1,2,2,56.29,false,false,true,false,false,false
2740001,2024-09-22 00:03:22.462,3,6,2,54.31,false,false,true,false,false,false
2740001,2024-09-22 00:05:00.000,3,6,1,79.91,false,false,true,false,false,false
2740001,2024-09-22 00:07:48.308,2,2,2,71.47,false,false,true,false,false,false
2740001,2024-09-22 00:10:00.000,1,2,1,97.04,false,false,true,false,false,false
2740001,2024-09-22 00:12:14.154,2,2,2,94.37,false,false,true,false,false,false
2740001,2024-09-22 00:15:00.000,1,2,1,100.03,false,false,true,false,false,false
2740001,2024-09-22 00:16:40.000,3,5,2,62.82,false,false,true,false,false,false
2740001,2024-09-22 00:20:00.000,1,2,1,35.74,false,false,true,false,false,false
2740001,2024-09-22 00:20:00.000,1,2,2,102.54,false,false,true,false,false,false
2740001,2024-09-22 00:23:20.000,2,2,2,88.46,false,false,true,false,false,false
2740001,2024-09-22 00:25:00.000,3,4,1,82.35,false,false,true,false,false,false
2740001,2024-09-22 00:26:40.000,1,2,2,110.27,false,false,true,false,false,false
2740001,2024-09-22 00:30:00.000,1,2,1,111.07,false,false,true,false,false,false
2740001,2024-09-22 00:30:00.000,1,2,2,101.71,false,false,true,false,false,false
2740001,2024-09-22 00:33:20.000,3,3,2,54.41,false,false,true,false,false,false
2740001,2024-09-22 00:35:00.000,3,2,1,80.33,false,false,true,false,false,false
2740001,2024-09-22 00:36:40.000,1,2,2,95.25,false,false,true,false,false,false
2740001,2024-09-22 00:40:00.000,3,5,1,73.8,false,false,true,false,false,false
2740001,2024-09-22 00:40:00.000,1,2,2,94.29,false,false,true,false,false,false
2740001,2024-09-22 00:43:20.000,1,3,2,96.81,false,false,true,false,false,false
2740001,2024-09-22 00:45:00.000,3,2,1,79.96,false,false,true,false,false,false
2740001,2024-09-22 00:46:40.000,3,2,2,48.82,false,false,true,false,false,false
2740001,2024-09-22 00:50:00.000,1,2,1,112.57,false,false,true,false,false,true
2740001,2024-09-22 00:51:12.527,1,2,2,105.79,false,false,true,false,false,false
2740001,2024-09-22 00:55:00.000,1,2,1,42.47,false,false,true,false,false,false
2740001,2024-09-22 00:55:45.054,1,2,2,95.05,false,false,true,false,false,false
2740001,2024-09-22 01:00:17.582,1,2,2,93.43,false,false,true,false,false,false
2740001,2024-09-22 01:04:10.000,3,3,1,86.56,false,false,true,false,false,false
2740001,2024-09-22 01:04:50.109,1,2,2,97.95,false,false,false,false,false,false
