wim_code,timestamp,type,axles,lane,speed,weight,size,plate,overweight,oversize,speeding
2740001,2024-11-21 00:04:17.142,3,4,2,69.04,false,false,true,false,false,false
2740001,2024-11-21 00:04:36.923,3,6,1,72.19,false,false,true,false,false,false
2740001,2024-11-21 00:08:34.285,1,2,2,106.4,false,false,true,false,false,false
2740001,2024-11-21 00:09:13.846,1,2,1,100.4,false,false,true,false,false,false
2740001,2024-11-21 00:12:51.428,1,2,2,62.05,false,false,true,false,false,false
2740001,2024-11-21 00:12:53.838,1,2,2,59.06,false,false,true,false,false,false
2740001,2024-11-21 00:13:50.769,1,3,1,46.76,false,false,true,false,false,false
2740001,2024-11-21 00:18:27.692,3,3,1,86.64,false,false,true,false,false,false
2740001,2024-11-21 00:19:18.347,2,2,2,78.71,false,false,true,false,false,false
2740001,2024-11-21 00:23:04.615,1,2,1,57.74,false,false,true,false,false,false
2740001,2024-11-21 00:25:42.857,1,2,2,52.84,false,false,false,false,false,false
2740001,2024-11-21 00:25:45.335,1,2,2,53.05,false,false,true,false,false,false
2740001,2024-11-21 00:27:41.538,1,2,1,102.84,false,false,true,false,false,false
2740001,2024-11-21 00:31:27.366,3,5,2,78.42,false,false,true,false,false,false
2740001,2024-11-21 00:32:18.461,2,2,1,101.2,false,false,true,false,false,false
2740001,2024-11-21 00:36:55.384,1,2,1,50.54,false,false,true,false,false,false
2740001,2024-11-21 00:37:09.397,1,2,2,103.19,false,false,true,false,false,false
2740001,2024-11-21 00:41:32.307,1,2,1,96.71,false,false,true,false,false,false
2740001,2024-11-21 00:42:51.428,1,2,2,44.33,false,false,true,false,false,false
2740001,2024-11-21 00:42:53.996,3,6,2,46.86,false,false,true,false,false,false
2740001,2024-11-21 00:42:56.599,3,2,2,44.85,false,false,true,false,false,false
2740001,2024-11-21 00:46:09.230,3,5,1,62.23,false,false,true,false,false,false
2740001,2024-11-21 00:52:19.300,1,2,1,95.28,false,false,true,false,false,false
2740001,2024-11-21 00:53:58.299,3,2,2,79.18,false,false,true,false,false,false
2740001,2024-11-21 00:58:29.370,1,2,1,104.56,false,false,true,false,false,false
2740001,2024-11-21 01:04:39.440,3,4,1,88.01,false,false,true,false,false,false
2740001,2024-11-21 01:05:00.000,1,2,2,41.69,false,false,true,false,false,false
2740001,2024-11-21 01:05:02.715,3,6,2,39.32,false,false,true,false,false,false
2740001,2024-11-21 01:10:49.510,1,2,1,105.64,false,false,true,false,false,false
2740001,2024-11-21 01:11:02.172,1,2,2,100.6,false,false,true,false,false,false
2740001,2024-11-21 01:16:59.580,3,5,1,79.8,false,false,true,false,false,false
2740001,2024-11-21 01:17:01.629,1,2,2,105.27,false,false,true,false,false,false
2740001,2024-11-21 01:23:01.086,1,2,2,99.47,false,false,true,false,false,false
2740001,2024-11-21 01:23:09.650,3,2,1,87.93,false,false,true,false,false,false
2740001,2024-11-21 01:29:00.543,2,2,2,73.09,false,false,true,false,false,false
2740001,2024-11-21 01:29:19.720,3,3,1,77.04,false,false,true,false,false,false
2740001,2024-11-21 01:35:00.000,1,2,2,54.58,false,false,true,false,false,false
2740001,2024-11-21 01:35:29.790,1,2,1,95.73,false,false,true,false,false,false
2740001,2024-11-21 01:41:39.860,1,2,1,103.36,false,false,true,false,false,false
2740001,2024-11-21 01:44:41.250,3,6,2,89.83,false,false,true,false,false,false
2740001,2024-11-21 01:47:49.930,1,2,1,108.01,false,false,true,false,false,false
2740001,2024-11-21 01:54:00.000,1,2,1,49.9,false,false,true,false,false,false
2740001,2024-11-21 01:54:22.500,3,5,2,79.86,false,false,true,false,false,false
2740001,2024-11-21 02:04:03.750,2,2,2,76.06,false,false,true,false,false,false
2740001,2024-11-21 02:05:34.285,3,6,1,75.97,false,false,true,false,false,false
2740001,2024-11-21 02:13:45.000,1,2,2,104.1,false,false,true,false,false,false
2740001,2024-11-21 02:17:08.571,1,2,1,56.83,false,false,true,false,false,false
2740001,2024-11-21 02:17:10.983,1,2,1,58.8,false,false,true,false,false,false
2740001,2024-11-21 02:23:26.250,1,2,2,100.11,false,false,true,false,false,false
2740001,2024-11-21 02:33:07.500,1,2,2,102.73,false,false,true,false,false,false
2740001,2024-11-21 02:33:44.786,1,2,1,97.32,false,false,true,false,false,false
2740001,2024-11-21 02:42:48.750,3,5,2,86.14,false,false,true,false,false,false
2740001,2024-11-21 02:50:18.590,1,2,1,103.49,false,false,true,false,false,false
2740001,2024-11-21 02:52:30.000,1,2,2,111.96,false,false,true,false,false,false
2740001,2024-11-21 03:02:11.250,2,2,2,82.09,false,false,true,false,false,false
2740001,2024-11-21 03:06:52.393,3,2,1,80.39,false,false,true,false,false,false
2740001,2024-11-21 03:11:52.500,3,3,2,83.51,false,false,true,false,false,false
