wim_code,timestamp,type,axles,lane,speed,weight,size,plate,overweight,oversize,speeding
2740001,2024-06-21 00:03:45.000,1,2,2,35.69,false,false,true,false,false,false
2740001,2024-06-21 00:03:47.779,1,2,2,36.75,false,false,true,false,false,false
2740001,2024-06-21 00:05:27.272,3,5,1,68.76,false,false,true,false,false,false
2740001,2024-06-21 00:08:04.525,1,2,2,106.30,false,false,true,false,false,false
2740001,2024-06-21 00:10:54.545,1,2,1,98.40,false,false,true,false,false,false
2740001,2024-06-21 00:12:21.271,3,5,2,81.61,false,false,true,false,false,false
2740001,2024-06-21 00:16:21.818,2,2,1,91.86,false,false,true,false,false,false
2740001,2024-06-21 00:16:38.016,3,6,2,74.36,false,false,true,false,false,false
2740001,2024-06-21 00:20:54.762,3,3,2,75.31,false,false,true,false,false,false
2740001,2024-06-21 00:21:49.090,1,2,1,102.63,false,false,true,false,false,false
2740001,2024-06-21 00:25:11.508,1,2,2,101.13,false,false,false,false,false,false
2740001,2024-06-21 00:27:16.363,3,4,1,76.80,false,false,true,false,false,false
2740001,2024-06-21 00:29:28.254,3,6,2,71.31,false,false,true,false,false,false
2740001,2024-06-21 00:32:43.636,1,2,1,114.25,false,false,true,false,false,true
2740001,2024-06-21 00:33:45.000,1,2,2,57.57,false,false,true,false,false,false
2740001,2024-06-21 00:37:30.000,1,2,2,97.18,false,false,true,false,false,false
2740001,2024-06-21 00:38:10.909,1,2,1,99.07,false,false,true,false,false,false
2740001,2024-06-21 00:41:15.000,1,2,2,49.43,false,false,true,false,false,false
2740001,2024-06-21 00:41:17.501,1,2,2,51.34,false,false,true,false,false,false
2740001,2024-06-21 00:43:38.181,2,2,1,53.38,false,false,true,false,false,false
2740001,2024-06-21 00:46:16.667,3,2,2,81.14,false,false,true,false,false,false
2740001,2024-06-21 00:48:50.769,3,2,1,106.48,false,false,true,false,false,false
2740001,2024-06-21 00:51:15.833,1,2,2,100.24,false,false,true,false,false,false
2740001,2024-06-21 00:54:03.356,1,2,1,105.37,false,false,true,false,false,false
2740001,2024-06-21 00:56:15.000,3,2,2,49.12,false,false,true,false,false,false
2740001,2024-06-21 00:59:15.944,3,6,1,81.16,false,false,true,false,false,false
2740001,2024-06-21 01:04:28.531,1,2,1,108.13,false,false,true,false,false,false
2740001,2024-06-21 01:05:37.500,3,3,2,83.67,false,false,true,false,false,false
2740001,2024-06-21 01:09:41.118,3,2,1,90.99,false,false,true,false,false,false
2740001,2024-06-21 01:14:53.706,1,2,1,104.40,false,false,true,false,false,false
2740001,2024-06-21 01:15:00.000,1,2,2,50.62,false,false,true,false,false,false
2740001,2024-06-21 01:20:06.293,2,2,1,86.71,false,false,true,false,false,false
2740001,2024-06-21 01:24:08.120,2,2,2,111.62,false,false,true,false,false,false
2740001,2024-06-21 01:25:18.881,1,2,1,96.22,false,false,true,false,false,false
2740001,2024-06-21 01:30:31.468,3,5,1,83.39,false,false,true,false,false,false
2740001,2024-06-21 01:33:16.240,1,2,2,94.72,false,false,true,false,false,false
2740001,2024-06-21 01:35:44.055,3,6,1,86.60,false,false,true,false,false,false
2740001,2024-06-21 01:40:56.643,1,2,1,95.82,false,false,true,false,false,false
2740001,2024-06-21 01:42:24.360,1,2,2,111.06,false,false,true,false,false,false
2740001,2024-06-21 01:46:09.230,1,2,1,36.71,false,false,true,false,false,false
2740001,2024-06-21 01:50:46.153,1,2,1,114.41,false,false,true,false,false,true
2740001,2024-06-21 01:51:32.481,1,2,2,110.69,false,false,true,false,false,false
2740001,2024-06-21 01:55:23.076,1,2,1,46.21,false,false,true,false,false,false
2740001,2024-06-21 02:00:40.601,3,4,2,72.08,false,false,true,false,false,false
2740001,2024-06-21 02:02:58.461,1,2,1,108.35,false,false,true,false,false,false
2740001,2024-06-21 02:09:48.721,1,2,2,97.67,false,false,true,false,false,false
2740001,2024-06-21 02:10:33.846,3,3,1,74.45,false,false,true,false,false,false
2740001,2024-06-21 02:18:09.230,3,6,1,81.84,false,false,true,false,false,false
2740001,2024-06-21 02:18:56.842,2,2,2,84.10,false,false,true,false,false,false
