wim_code,timestamp,type,axles,lane,speed,weight,size,plate,overweight,oversize,speeding
2740001,2024-06-29 00:03:45.000,1,2,1,113.22,false,false,true,false,false,true
2740001,2024-06-29 00:04:17.142,3,2,2,62.26,false,false,true,false,false,false
2740001,2024-06-29 00:04:19.546,2,2,2,59.59,false,false,true,false,false,false
2740001,2024-06-29 00:07:30.000,1,2,1,47.49,false,false,true,false,false,false
2740001,2024-06-29 00:10:01.602,1,2,2,102.55,false,false,true,false,false,false
2740001,2024-06-29 00:11:15.000,3,4,1,88.18,false,false,true,false,false,false
2740001,2024-06-29 00:15:00.000,1,2,1,104.13,false,false,true,false,false,false
2740001,2024-06-29 00:15:43.658,3,2,2,96.71,false,false,true,false,false,false
2740001,2024-06-29 00:18:45.000,3,5,1,78.99,false,false,true,false,false,false
2740001,2024-06-29 00:21:25.714,2,2,2,56.10,false,false,true,false,false,false
2740001,2024-06-29 00:22:30.000,1,2,1,110.36,false,false,true,false,false,false
2740001,2024-06-29 00:25:42.857,3,6,2,73.79,false,false,true,false,false,false
2740001,2024-06-29 00:26:15.000,3,5,1,76.38,false,false,true,false,false,false
2740001,2024-06-29 00:30:00.000,1,2,1,109.54,false,false,true,false,false,false
2740001,2024-06-29 00:30:00.000,1,2,2,100.56,false,false,true,false,false,false
2740001,2024-06-29 00:33:45.000,1,2,1,38.57,false,false,true,false,false,false
2740001,2024-06-29 00:33:47.689,1,2,1,40.46,false,false,true,false,false,false
2740001,2024-06-29 00:34:17.142,1,2,2,39.59,false,false,true,false,false,false
2740001,2024-06-29 00:38:34.285,2,2,2,110.97,false,false,true,false,false,false
2740001,2024-06-29 00:38:46.793,1,3,1,79.49,false,false,true,false,false,false
2740001,2024-06-29 00:42:51.428,1,2,2,63.61,false,false,true,false,false,false
2740001,2024-06-29 00:43:45.896,1,2,1,102.93,false,false,true,false,false,false
2740001,2024-06-29 00:48:41.142,1,2,2,105.75,false,false,true,false,false,false
2740001,2024-06-29 00:48:45.000,3,2,1,43.85,false,false,true,false,false,false
2740001,2024-06-29 00:48:47.594,1,2,1,45.31,false,false,true,false,false,false
2740001,2024-06-29 00:53:46.263,3,3,1,87.40,false,false,true,false,false,false
2740001,2024-06-29 00:54:30.857,1,2,2,105.49,false,false,true,false,false,false
2740001,2024-06-29 00:58:44.932,2,2,1,82.60,false,false,true,false,false,false
2740001,2024-06-29 01:00:20.571,3,6,2,77.54,false,false,true,false,false,false
2740001,2024-06-29 01:03:43.601,3,3,1,86.38,false,false,true,false,false,false
2740001,2024-06-29 01:06:10.285,1,2,2,98.75,false,false,true,false,false,false
2740001,2024-06-29 01:08:42.270,1,2,1,102.50,false,false,true,false,false,false
2740001,2024-06-29 01:12:00.000,3,2,2,35.92,false,false,true,false,false,false
2740001,2024-06-29 01:13:40.940,3,6,1,86.99,false,false,true,false,false,false
2740001,2024-06-29 01:18:39.609,1,2,1,108.65,false,false,true,false,false,false
2740001,2024-06-29 01:18:50.000,1,2,2,96.37,false,false,true,false,false,false
2740001,2024-06-29 01:23:38.278,1,2,1,105.69,false,false,true,false,false,false
2740001,2024-06-29 01:25:40.000,1,2,2,103.65,false,false,true,false,false,false
2740001,2024-06-29 01:28:36.947,1,2,1,107.13,false,false,true,false,false,false
2740001,2024-06-29 01:32:30.000,2,2,2,75.44,false,false,true,false,false,false
2740001,2024-06-29 01:33:35.616,1,2,1,111.71,false,false,true,false,false,false
2740001,2024-06-29 01:38:34.285,1,2,1,63.16,false,false,true,false,false,false
